atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;COVNM;t;4753,62
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;COVNM;t;1029,84
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;COVNM;t;420,37
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;COVNM;t;706,75
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);COVNM;t;23,98
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CH4;t;279,77
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CH4;t;1533,63
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CH4;t;3092,78
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CH4;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;457,06
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CH4;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CH4;t;648,55
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CH4;t;60,72
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CH4;t;47239,15
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CH4;t;7155,76
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CH4;t;10,63
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO;t;825,94
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO;t;10924,58
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO;t;3099,23
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO;t;225,95
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO;t;636,32
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO;t;43440,11
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO;t;5954,4
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO;t;974,8
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO;t;0,01
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO;t;261,65
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO2;kt;149,26
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO2;kt;5411,04
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO2;kt;2191,51
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO2;kt;317,95
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0,01
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO2;kt;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO2;kt;10155,62
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO2;kt;6284,11
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO2;kt;160,75
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO2;kt;5,7
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO2;kt;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;N2O;t;3,46
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;N2O;t;29,49
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;N2O;t;26,04
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;N2O;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;N2O;t;179,67
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;N2O;t;337,17
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;N2O;t;172,33
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;N2O;t;485,99
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;N2O;t;218,03
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);N2O;t;7,9
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NH3;t;15,51
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NH3;t;68,7
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NH3;t;62,86
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NH3;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NH3;t;58,31
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NH3;t;534,74
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NH3;t;0,45
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NH3;t;485,86
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NH3;t;3275,31
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NH3;t;2,04
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SF6;t CO2eq;25223,61
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SF6;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;HFC;t CO2eq;2068934,52
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);HFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;PFC;t CO2eq;182,89
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;PFC;t CO2eq;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);PFC;t CO2eq;0
2014;Metales pesados;1;Combustión en la producción y transformación de energía;As;kg;0,37
2014;Metales pesados;2;Plantas de combustión no industrial;As;kg;28,14
2014;Metales pesados;3;Plantas de combustión industrial;As;kg;7,73
2014;Metales pesados;4;Procesos industriales sin combustión;As;kg;1,07
2014;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0
2014;Metales pesados;6;Uso de disolventes y otros productos;As;kg;0
2014;Metales pesados;7;Transporte por carretera;As;kg;12,42
2014;Metales pesados;8;Otros modos de transporte y maquinaria móvil;As;kg;0,2
2014;Metales pesados;9;Tratamiento y eliminación de residuos;As;kg;6,66
2014;Metales pesados;10;Agricultura;As;kg;0
2014;Metales pesados;11;Otras fuentes y sumideros (naturaleza);As;kg;0
2014;Metales pesados;1;Combustión en la producción y transformación de energía;Cd;kg;5,45
2014;Metales pesados;2;Plantas de combustión no industrial;Cd;kg;27,11
2014;Metales pesados;3;Plantas de combustión industrial;Cd;kg;24,45
2014;Metales pesados;4;Procesos industriales sin combustión;Cd;kg;15,93
2014;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0
2014;Metales pesados;6;Uso de disolventes y otros productos;Cd;kg;61,98
2014;Metales pesados;7;Transporte por carretera;Cd;kg;37,61
2014;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cd;kg;0,56
2014;Metales pesados;9;Tratamiento y eliminación de residuos;Cd;kg;17,58
2014;Metales pesados;10;Agricultura;Cd;kg;0
2014;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cd;kg;0
2014;Metales pesados;1;Combustión en la producción y transformación de energía;Cr;kg;9,67
2014;Metales pesados;2;Plantas de combustión no industrial;Cr;kg;353,61
2014;Metales pesados;3;Plantas de combustión industrial;Cr;kg;77,37
2014;Metales pesados;4;Procesos industriales sin combustión;Cr;kg;13,94
2014;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0
2014;Metales pesados;6;Uso de disolventes y otros productos;Cr;kg;0,01
2014;Metales pesados;7;Transporte por carretera;Cr;kg;538,56
2014;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cr;kg;26,14
2014;Metales pesados;9;Tratamiento y eliminación de residuos;Cr;kg;58,44
2014;Metales pesados;10;Agricultura;Cr;kg;0
2014;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cr;kg;0
2014;Metales pesados;1;Combustión en la producción y transformación de energía;Cu;kg;2,52
2014;Metales pesados;2;Plantas de combustión no industrial;Cu;kg;91,55
2014;Metales pesados;3;Plantas de combustión industrial;Cu;kg;28,09
2014;Metales pesados;4;Procesos industriales sin combustión;Cu;kg;2,65
2014;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0
2014;Metales pesados;6;Uso de disolventes y otros productos;Cu;kg;62,22
2014;Metales pesados;7;Transporte por carretera;Cu;kg;13769,2
2014;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cu;kg;96,44
2014;Metales pesados;9;Tratamiento y eliminación de residuos;Cu;kg;48,55
2014;Metales pesados;10;Agricultura;Cu;kg;0
2014;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cu;kg;0
2014;Metales pesados;1;Combustión en la producción y transformación de energía;Hg;kg;0,5
